"p1.20160322"	"p1.20160401"	"p3.20160322"	"p3.20160401"	"p3.20160714"	"p3.20160811"	"p4.20160322"	"p4.20160401"	"p4.20160415"	"p4.20160713"	"p4.20160727"	"p5.20160322"	"p5.20160415"	"p5.20160715"	"p5.20160817"	"p6.20160322"	"p6.20160415"	"p6.20160701"	"p6.20160726"	"p7.20160322"	"p7.20160415"	"p7.20160713"	"p7.20160729"	"p8.20160720"	"p8.20160825"
"209"	32	1864	2078	2596	6523	923	390	983	891	589	2640	9975	11918	20744	22878	12960	11153	26592	49046	12166	6411	30884	27682	29622	33889
"210"	61	533	1581	719	180	333	753	550	340	163	395	224	135	142	112	99	165	27	3	28	4	27	9	203	94
"211"	11	54	1343	32	427	20	210	413	54	21	253	2914	501	25157	18596	766	229	35718	17123	735	396	24214	17328	62380	16099
"212"	37	65	35	13	7	15	45	8	5	0	5	0	4	3	0	0	16	3	0	0	0	40	0	6	3
"214"	17	13	24	5	49	5	36	26	674	73	5	0	6	2	2	0	19	0	0	0	0	0	0	2	0
"215"	26	95	298	147	15	23	151	85	51	28	46	6	13	2	8	4	6	2	2	5	0	2	2	0	3
"216"	33	576	1084	566	273	229	572	553	231	103	266	137102	62031	2782	1582	95988	94601	8497	1475	49066	10298	37549	12148	12691	16734
"217"	1709	7948	22771	7864	9583	161518	15199	11673	6037	9049	25170	190	1003	1371	4682	87	875	172	136	60	69	170	91	295	412
"218"	36	878	342	372	50	60	294	254	178	107	247	8	37	18	104	17	71	153	7	4	5	6	14	206	417
"219"	142	6241	9737	4545	340	499	2379	3361	1950	737	801	280	244	436	1509	254	365	446	41	26	36	329	92	302	1003
"220"	24	1563	1859	487	15	49	69	90	68	29	0	0	10	0	0	0	2	5	0	3	2	62	0	4	12
"221"	38	206	4337	346	130	122	928	1336	279	270	534	430	366	126	181	428	309	442	108	237	167	952	330	546	548
"222"	126	1090	1917	1628	199	238	943	1143	725	388	560	31	49	11	35	4	55	4	7	4	8	17	4	10	4
"223"	143	805	2279	984	26	47	802	602	296	77	61	7	52	4	0	6	36	0	2	6	4	2	2	0	9
"224"	8	0	5	0	12	3	17	2	4	7	5	0	0	2	3	2	3	2	0	0	0	0	0	10	2
"225"	29	690	129	153	45	38	385	544	82	107	39	11	17	30	32	10	17	2	16	4	2	18	13	71	25
"226"	64	404	1429	617	89	121	804	483	452	204	104	17	64	20	32	4	32	2	4	4	0	27	4	2	11
"227"	267	552	2808	340	408	3197	2580	1466	1442	1320	7013	80	140	259	1323	19	277	38	34	14	27	58	27	88	109
"228"	67	121	1222	326	70	203	240	430	160	38	113	5	6	6	16	2	12	3	2	0	0	2	2	2	4
"229"	539	8236	14507	8185	467	1214	5251	5908	3960	1097	1628	51	169	38	113	22	121	6	14	4	16	18	4	36	21
"230"	519	5698	12621	5161	455	841	2153	2043	1386	945	1067	24	94	81	54	11	172	6	99	6	4	41	6	54	36
"231"	29	40	112	61	2	25	121	44	29	25	26	0	7	5	16	3	6	5	0	0	2	12	4	5	6
"232"	38	77	219	64	17	29	95	63	18	43	31	3	0	0	7	0	7	5	0	0	0	0	0	5	0
"233"	46	127	1964	1006	991	377	511	624	608	376	208	846	1112	1156	971	546	675	1071	767	292	534	581	352	1195	987
"234"	16	0	15	2	0	2	4	28	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"235"	42	48	219	105	480	5267	761	758	384	8092	16814	207	456	746	7011	62	509	124	92	22	27	226	66	372	214
"236"	30	40	110	330	22	16	60	22	33	108	0	3	0	2	2	0	19	0	0	2	2	6	0	0	0
"237"	42	1119	1044	568	102	66	436	405	378	189	148	0	24	21	25	0	46	0	0	2	5	0	0	18	213
"238"	331	1957	9153	4438	580	1029	3547	2523	2155	1004	1336	137	2111	161	218	43	2836	144	55	6	858	238	78	255	401
"239"	120	1955	2913	3490	227	490	1592	1935	859	763	883	185	358	397	731	207	321	19	31	35	8	170	16	2262	7025
"240"	69	1637	2043	2307	367	501	1258	1483	1168	578	797	2	57	25	7	0	108	0	0	0	3	4	0	2	5
"241"	15	867	947	39	23	40	61	72	79	11	15	5	46	0	6	0	6	5	2	0	0	0	24	0	0
"242"	278	1922	5011	2303	262	354	1760	1597	1474	525	698	35	213	104	102	56	246	385	18	12	46	973	25	246	73
"243"	98	341	1422	462	41	55	444	548	303	81	92	8	20	9	14	6	22	2	0	2	2	8	2	0	2
"244"	21	71	383	141	4	24	135	357	38	6	74	0	10	6	0	2	6	4	0	0	0	4	2	0	0
"245"	215	1338	3720	1473	98	141	1021	919	531	161	330	8	18	44	21	4	37	7	2	2	4	10	0	4	6
"246"	29	4	44	20	13	2	8	17	12	7	10	9	25	13	27	10	17	77	25	2	6	90	223	59	154
"247"	30	202	59	13	66	35	96	4	17	10	8	2	15	2	4	0	7	36	0	0	0	16	17	0	10
"248"	66	554	313	574	176	65	153	920	4038	588	53	0	22	20	11	0	30	0	0	0	0	27	3	10	8
"249"	165	1047	4232	1379	164	380	1112	737	536	218	306	23	49	35	31	4	38	4	4	4	12	4	6	18	6
"250"	28	197	157	280	177	156	150	123	158	31	137	319	421	391	320	264	613	124	143	190	81	334	213	756	911
"251"	79	287	1362	345	164	187	615	301	126	120	352	6	33	59	38	2	12	5	2	0	4	6	5	10	21
"252"	810	6432	24850	8750	752	1745	6786	4961	3173	1017	1767	72	159	102	139	22	169	24	12	18	25	32	23	28	19
"253"	43	402	214	86	22	36	59	170	38	64	46	122	72	55	150	0	124	100	79	12	25	23	102	45	21
"254"	9	21	33	4	3	2	149	13	46	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	6
"255"	111	881	1968	929	139	296	1160	739	450	119	328	23	168	50	68	12	89	8	4	4	24	16	2	28	23
"256"	174	1069	4094	1764	206	649	1329	1301	1075	413	497	27	148	40	85	22	79	194	9	3	6	246	44	48	29
"257"	23	91	252	125	6	14	74	86	36	11	36	0	9	4	0	2	13	4	0	2	0	4	0	10	4
"258"	86	402	1460	509	83	103	530	447	323	106	187	25	64	32	30	2	62	17	4	4	4	20	8	7	6
"259"	8	36	37	132	85	99	7	51	137	177	244	41	122	253	169	250	159	32	5	119	45	168	18	68	55
"260"	17	174	245	623	662	1019	80	221	305	8	61	574	971	411	618	337	524	219	52	178	119	151	116	386	561
"261"	28	139	469	142	21	58	125	97	86	26	121	0	2	0	4	0	9	2	0	3	0	0	0	0	0
"263"	29	72	157	94	6	34	137	98	104	17	48	0	7	2	0	0	12	2	0	2	4	2	2	0	0
"264"	75	89	493	147	128	146	421	212	62	117	119	327	1637	151	239	94	1169	591	86	141	267	617	106	561	504
"266"	186	8523	12237	101959	999778	799114	2441	102912	206411	308855	614584	1565417	1610307	1347859	578388	1976141	1601755	3152979	3762786	2408154	3434654	1531250	2352905	2836974	1602895
"267"	226	1277	3338	1620	163	339	1494	2816	742	195	343	60	34	46	28	5	39	2	2	2	4	11	17	32	21
"268"	689	439	5073	1279	100	291	1555	1118	414	165	464	99	27	26	30	15	13	8	4	6	6	2	2	14	21
"269"	60	727	1028	789	81	207	470	387	502	43	59	137	76	18	9	127	137	46	4	22	13	345	0	39	111
"270"	78	438	1190	500	27	54	299	315	211	139	199	4	12	12	43	4	15	22	6	2	0	24	31	16	15
"271"	122	855	3504	763	75	181	771	717	332	94	295	8	12	75	63	6	60	4	8	2	6	13	23	11	19
"272"	60	4467	10745	13655	3531	16522	6086	22615	7683	23654	14901	893	7230	5206	7134	550	6569	757	619	268	683	2874	550	1552	4640
"273"	10	2	6	11	0	41	0	0	0	0	0	9	0	0	0	0	0	0	0	0	4	4	0	3	2
"274"	16	2	61	9	47	5	6	20	0	23	17	17	215	64	24	50	42	186	25	52	26	61	29	9	42
"275"	16	6	17	7	0	0	13	26	0	0	0	0	2	4	0	2	0	0	0	0	0	2	4	0	5
"276"	55	390	751	1032	47	37	833	517	632	85	146	11	25	10	16	8	19	4	0	8	0	109	0	14	26
"277"	47	648	4265	391	45	760	163	197	1488	53	95	0	9	14	24	0	4	2	0	0	2	4	2	5	23
"278"	129	7186	7693	5745	462	872	3682	3309	1909	805	1289	143	147	70	323	71	396	77	13	9	14	289	76	229	403
"279"	37	228	529	219	52	55	167	163	397	40	40	7	19	7	22	7	215	65	83	4	6	89	11	18	31
"280"	33	70	154	376	19	87	71	106	54	29	95	8	23	3	17	78	15	0	0	4	24	5	2	14	90
"281"	102	275	279	347	135	229	947	708	814	392	228	0	13	8	13	0	15	0	0	0	0	6	0	2	2
"282"	259	1507	3852	1829	414	1413	1269	1269	742	1612	1550	805	1166	587	1243	1591	4444	1548	238	242	350	6794	718	2304	3244
"283"	61	377	143	532	102	55	21	79	359	149	208	276	190	235	102	162	200	132	39	85	72	200	61	236	78
"284"	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0
"285"	19	119	396	229	24	30	236	248	158	0	53	8	6	0	6	2	6	2	3	2	2	4	20	2	9
"286"	2038	17820	57848	23093	1799	3951	17998	11929	8549	2747	4221	130	373	250	220	60	445	71	49	32	56	118	40	82	76
"287"	106	2561	2325	937	2408	6285	4939	6367	4410	4859	4950	671	1339	1770	3048	313	1541	183	194	166	102	350	179	3583	12248
"288"	61	319	662	296	29	42	273	250	119	301	167	6	25	15	33	19	82	24	2	6	3	70	23	80	286
"289"	21	4	5	8	0	0	19	113	2	0	6	0	2	4	0	0	0	13	0	0	0	2	0	0	17
"290"	41	616	200	97	33	40	163	96	511	803	318	18	24	25	64	7	46	2	8	0	2	11	0	63	224
"291"	49	415	953	525	61	65	372	460	229	72	97	4	14	6	10	4	33	10	0	2	0	4	2	2	18
"292"	18	275	179	26	33	4	28	18	55	14	21	0	6	0	8	0	0	0	0	0	0	0	0	6	29
"293"	81	523	1208	612	761	4004	1013	670	406	643	1605	31	102	93	214	2	90	28	14	6	4	57	34	105	177
"294"	26	299	681	368	75	101	316	186	224	91	137	0	0	9	4	0	18	0	0	0	0	0	0	2	0
"295"	38	200	1165	688	903	414	147	273	1920	437	335	844	2054	1254	1431	596	3224	1163	555	736	495	1370	780	1865	2271
"296"	180	1258	2625	1404	539	337	1046	1490	939	364	565	7832	1320	686	540	9601	1728	6274	626	6020	1410	8608	3019	1285	1149
"297"	338	1690	10007	2732	148	535	2827	1841	998	295	500	22	103	52	112	8	117	6	6	15	8	20	6	12	50
"299"	191	1370	3516	1037	399	1227	743	1213	562	2444	2785	126	223	534	1170	61	264	41	30	12	20	101	26	657	798
"300"	115	1533	4774	1675	144	250	1503	1308	1365	328	463	6	113	28	61	6	170	6	2	6	6	27	0	5	12
"301"	194	787	2046	946	435	1484	595	1211	550	2244	2934	35	188	396	840	26	147	6	24	6	21	54	6	227	267
"302"	63	158	757	391	163	35	340	260	120	41	231	11	25	20	8	10	58	2	2	4	2	13	4	6	12
"303"	8	40	85	16	163	5	19	7	18	119	162	4021	788	1002	399	993	409	6004	470	735	349	355	316	274	287
"304"	10	499	570	494	12	24	453	606	347	4	10	0	65	0	7	5	0	0	0	2	0	0	9	8	0
"305"	27	28	151	61	93	39	60	43	244	12	30	796	979	234	1032	280	970	1996	137	1088	223	726	719	564	437
"306"	14	445	722	455	20	39	165	126	123	28	71	0	0	7	7	2	4	4	0	4	0	2	0	2	4
"307"	217	47940	19400	18797	5052	6408	6581	34382	18498	15453	10000	1197	6564	4269	3545	922	3956	550	447	135	837	2018	357	1322	3075
"308"	26	55	321	131	3	87	159	37	199	4	16	0	10	39	17	0	19	0	0	0	0	0	0	11	4
"309"	27	195	603	804	124	331	335	186	306	508	443	72	131	247	199	30	609	149	29	15	105	237	102	261	354
"310"	204	37	8563	75	46	18	115	22	83	2	6	10	23	12	9	0	30	13	4	0	4	4	16	38	56
"311"	7	6	57	9	5	7	58	13	0	0	46	17	6	19	51	23	12	27	0	9	2	139	9	52	7
"312"	98	832	1072	413	110	151	827	481	617	112	206	8	32	29	23	0	50	8	2	8	11	0	0	8	6
"313"	67	184	1259	387	30	44	302	274	189	79	215	0	24	7	8	2	68	0	2	0	0	22	11	27	34
"314"	55	389	736	401	20	48	214	266	105	54	99	127	39	15	76	37	26	6	15	15	8	10	18	49	146
"315"	383	2636	8135	2979	261	428	2390	2291	1144	412	648	192	150	36	53	16	225	22	2	13	24	53	12	96	49
"316"	8	0	54	0	0	9	0	2	2	0	25	7	0	0	2	10	0	0	0	3	5	7	0	6	4
"317"	17	308	176	87	17	52	208	569	53	60	68	13	19	54	27	13	9	52	75	16	16	120	29	163	176
"318"	31	84	523	62	30	125	192	88	255	198	164	5	6	2	22	0	9	5	2	0	0	4	0	6	2
"319"	33	88	507	470	12	61	151	143	282	116	122	142	348	104	121	424	337	271	63	45	73	840	125	590	771
"320"	15	25	69	24	2	13	43	28	17	6	8	3	0	0	0	2	11	0	0	0	0	0	0	2	10
"321"	223	1773	3525	1764	299	351	1716	1958	1064	419	447	31	190	41	139	19	185	7	21	2	20	613	4	70	3
"322"	16	342	686	889	414	625	657	899	655	1205	1202	126	513	411	1123	285	328	42	56	86	155	151	26	123	449
"324"	12	0	6	220	0	5	2	0	31	4	0	0	3	0	0	0	7	2	0	0	0	2	0	0	0
"325"	10	2	87	9	21	11	4	11	2	0	0	0	5	0	5	0	0	0	0	0	0	6	0	0	0
"326"	8	18	60	13	0	0	0	5	10	6	3	2	0	0	0	0	0	0	0	0	0	0	0	2	2
"327"	18	98	884	1600	3374	1229	32	1099	3418	1695	3943	22657	28307	15798	12012	14580	30170	10419	5175	16974	13592	10643	7656	13368	10273
"329"	82	645	1132	499	241	604	411	679	307	1041	1250	192	537	500	995	232	711	52	23	24	25	222	26	1561	2414
"332"	8	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"333"	45	1028	7	32	56	38	326	769	334	53	43	91	27	11	20	0	83	5	6	14	13	45	0	35	0
"334"	29	593	2157	176	35	75	544	207	723	185	89	4	28	21	59	6	56	12	2	3	2	22	27	11	131
"335"	97	2161	3620	1921	191	214	1308	1119	1772	534	630	408	254	242	107	1027	372	297	136	782	48	2434	240	10107	2839
"336"	6	22	4	3	5	3	0	2	0	4	4	104	4	38	40	34	9	5	14	16	4	4	0	28	2
"337"	50	643	675	569	66	83	239	236	194	98	139	6	6	5	8	0	13	2	4	0	2	2	0	22	27
"338"	19	51	1171	354	80	48	72	55	311	136	102	584	347	578	408	557	462	1051	483	422	62	348	112	901	584
"339"	11	67	180	224	41	7	69	67	53	30	33	8	8	4	9	0	15	0	0	0	0	7	0	8	27
"340"	9	49	0	0	23	25	94	2	0	0	10	0	0	0	0	0	7	0	0	0	0	4	0	0	0
"341"	15	63	89	26	10	6	24	21	25	2	6	500	96	119	177	129	221	236	48	59	82	195	58	283	258
"342"	91	934	1185	800	70	81	625	557	471	93	158	8	30	14	8	6	35	2	0	0	2	16	9	168	5
"343"	11	2	218	215	96	27	23	31	121	0	52	268	64	374	103	167	63	52	795	99	125	223	25	234	1667
"344"	11	8	98	10	10	7	12	2	7	4	6	228	623	588	257	100	275	1777	187	112	100	1265	379	4782	7333
"345"	97	824	1367	842	72	176	508	387	249	100	214	2	8	17	15	2	15	0	4	0	0	4	0	8	20
"346"	8	172	372	106	23	98	110	61	46	16	73	10	24	21	24	4	219	18	0	0	0	25	6	51	76
"347"	31	19	553	31	4	28	85	202	8	23	82	0	12	5	6	0	11	8	7	0	3	12	0	6	2
"348"	7	6	37	26	0	4	21	25	17	28	16	4	17	6	6	2	6	21	2	18	7	52	2	2	7
"349"	410	230	4757	34	27	43	284	116	102	164	77	27	97	6	13	10	86	2	0	9	0	4	2	7	44
"350"	6	49	72	191	9	18	39	5	63	17	56	3	4	2	12	0	11	7	3	0	0	24	0	32	29
"351"	20	22	2	2	0	23	2	0	13	3	0	255	70	0	6	285	167	67	0	0	51	26	3	23	31
"352"	46	339	1051	322	11	19	367	225	155	38	30	4	19	6	0	0	13	3	0	2	2	2	0	0	10
"353"	77	62	5281	161	458	66	95	27	140	184	572	1134	15	649	1207	110	38	470	15	279	737	265	38	544	3143
"354"	16	58	37	27	25	47	51	27	14	8	10	30	22	4	0	8	30	35	2	7	8	188	35	76	29
"355"	11	58	108	2	4	19	0	0	0	2	0	0	14	0	0	0	14	0	0	5	0	0	0	0	2
"356"	50	120	592	149	12	52	198	185	91	8	20	0	0	42	13	0	11	0	0	0	2	0	2	0	4
"357"	229	105	3250	289	79	115	471	434	157	92	442	23	20	38	20	16	18	12	8	4	18	14	6	12	2
"358"	252	1103	3465	1311	1042	4760	1263	3351	1153	19217	19639	123	309	1917	5936	34	392	57	49	20	19	185	45	569	887
"359"	30	1350	1529	175	101	77	803	205	779	100	34	8	27	17	19	2	12	3	2	0	0	2	0	4	11
"360"	14	3	17	19	7	6	0	30	62	0	161	0	4	0	3	2	103	0	0	2	0	4	30	8	0
"361"	17	44	9	475	2	10	126	13	6	3	4	6	24	26	2	0	0	2	0	0	0	3	0	0	0
"362"	22	132	259	125	25	65	109	145	69	89	105	28	28	17	22	22	25	32	11	16	59	72	13	33	14
"363"	20	71	214	126	401	131	119	64	82	44	75	2566	2628	3580	2952	1572	1675	4352	1229	1650	771	2462	937	6267	6849
"364"	24	864	831	1035	75	161	617	302	228	116	198	25	119	22	49	10	120	42	2	8	13	77	63	33	110
"365"	16	42	188	110	19	46	97	152	57	61	121	3	0	6	29	2	4	0	0	0	0	0	0	0	0
"366"	102	2342	4457	2043	186	180	1452	1345	921	256	300	36	133	145	232	75	124	16	9	4	9	93	4	850	3540
"367"	41	176	322	113	42	42	188	114	45	38	84	2	9	4	12	2	8	0	0	2	0	4	2	2	0
"368"	275	2588	4883	2591	167	214	1867	2653	1331	346	508	9	62	33	184	57	85	9	14	2	4	34	19	69	220
"369"	14	448	93	273	8	4	5253	93	101	16	36	23	17	45	22	60	17	51	4	13	19	50	23	24	63
"370"	9	0	5	22	4	0	6	0	3	2	0	0	2	0	0	0	0	193	2	2	10	12	2	2	3
"371"	23	120	275	55	24	96	50	37	22	19	21	0	2	2	24	0	18	0	0	5	2	0	2	0	0
"372"	354	2469	4070	1915	1480	9417	2056	2319	1978	2982	17645	100	241	748	3465	76	372	118	79	28	86	78	71	281	159
"373"	26	0	27	23	25	445	104	291	8	167	220	11	18	10	12	0	18	2	2	0	0	7	0	9	0
"374"	26	117	297	63	23	63	96	30	81	113	116	19	15	26	38	11	14	22	8	0	0	117	12	58	153
"375"	44	70409	3942	6333	3901	6369	8425	12744	36304	57283	18618	531	4588	9763	10334	432	2946	766	485	732	676	1919	426	1374	3021
"376"	25	87	299	83	6	21	257	331	181	21	36	2	9	2	2	0	20	2	2	0	0	4	0	0	0
"377"	14	49	0	126	71	84	5	8	7	8	46	2	0	0	0	0	2	0	0	0	0	2	0	0	0
"378"	44	117	620	197	43	69	368	119	90	118	99	61	46	8	6	85	39	9	0	0	2	9	0	82	9
"379"	7	53	10	17	0	2	26	8	11	7	29	0	0	7	2	0	2	0	6	0	0	2	0	5	5
"380"	19	21	279	118	293	65	111	81	62	365	130	734	10875	1650	3106	764	13032	9179	3437	559	3729	10959	9098	4712	20783
"381"	29	58	561	140	37	132	183	98	41	15	57	17	2	4	20	4	0	9	2	0	3	0	0	7	2
"382"	38	74	168	131	106	36	229	153	34	23	115	0	6	12	0	0	0	11	2	0	0	2	0	6	10
"383"	42	2750	2766	2395	807	234	1445	1187	652	436	150	565	923	270	599	259	857	197	289	357	285	739	299	690	567
"384"	10	106	200	59	14	13	34	10	8	4	12	0	129	9	2	6	4	11	14	5	6	37	155	9	7
"385"	4	14	37	3	2	34	7	4	7	2	2	6	2	0	2	19	43	7	9	5	12	54	2	18	45
"386"	23	224	476	222	81	350	157	169	162	99	53	14	17	18	58	12	17	7	7	2	4	24	17	69	336
"387"	10	6	32	0	0	9	12	0	4	3	0	0	0	0	0	0	0	0	0	0	2	0	4	5	0
"388"	10	13	15	21	0	0	21	0	19	10	2	101	93	8	18	9	105	20	3	49	44	71	7	48	42
"389"	87	1240	2254	839	70	130	417	752	330	131	141	4	20	12	11	2	32	2	2	0	2	10	0	6	6
"390"	9	100	59	81	13	26	462	270	117	23	10	0	0	7	0	4	9	0	0	0	0	0	0	0	22
"391"	217	6986	15302	8732	807	104	978	3861	2255	282	151	499	836	299	354	337	793	599	108	416	1612	365	248	1103	575
"392"	30	104	211	137	119	1011	169	114	117	83	228	2	6	30	34	0	12	15	0	0	0	8	0	11	17
"393"	13	28	62	20	18	4	34	30	12	20	2	2	8	0	8	5	0	5	0	0	0	54	3	5	34
"394"	46	250	4021	562685	66003	124532	4439	2416459	2398943	1424005	1430139	1840	72504	131346	115489	1415	65975	3151	2861	632	662	17688	2492	4970	24702
"395"	223	964	2565	399	336	2383	5264	3264	5480	1459	7710	90	462	424	1056	34	538	101	41	62	22	129	33	120	111
"396"	37	296	483	226	50	122	356	283	287	114	207	233	447	186	183	116	321	326	898	812	43	429	257	279	270
"397"	4	0	14	0	0	0	7	12	0	0	3	3	0	0	0	0	3	0	0	4	0	0	0	0	7
"398"	204	987	2806	1245	114	150	1155	930	661	205	271	14	60	48	47	10	127	18	2	8	14	47	11	24	72
"399"	199	958	3914	1401	85	124	1044	1102	633	148	136	19	50	10	20	11	46	6	0	2	7	12	0	4	81
"400"	58	405	756	252	54	80	240	71	78	24	123	6	2	13	16	11	5	4	4	2	0	2	0	15	8
"401"	39	440	669	363	16	64	220	299	143	49	105	11	10	9	7	18	15	21	4	5	47	18	2	37	15
"402"	34	332	761	380	111	60	346	383	273	36	40	16	9	16	17	11	32	234	4	0	0	73	5	17	9
"403"	77	3182	454	466	471	131	683	637	484	251	265	2358	3080	2341	2192	2211	2696	2251	969	2021	1311	2083	701	4370	2598
"404"	4	26	45	2	20	28	13	11	58	2	8	0	2	6	7	0	0	0	0	0	0	0	0	11	6
"405"	32	65	165	112	347	1238	265	295	110	142	414	2	8	34	51	2	32	8	2	0	0	6	4	2	6
"406"	164	599	2500	841	215	289	737	839	421	252	360	655	468	713	741	442	358	2260	190	304	144	2246	549	3339	7609
"407"	12	21	100	8	6	29	95	34	11	13	28	0	2	3	2	0	2	4	2	0	0	2	0	0	0
"408"	69	363	1100	192	49	91	421	147	111	37	172	22	48	54	20	40	40	87	23	14	27	42	58	10	7
"409"	98	299	1574	667	200	408	643	461	505	174	348	432	186	190	270	292	181	983	187	207	200	779	687	850	800
"410"	24	14	17	87	15	30	4	3	26	25	16	0	3	7	11	0	0	0	0	0	0	0	0	0	0
"411"	19	14	74	470	57	5	251	7	231	75	109	5	3	29	4	26	11	11	2	8	2	22	37	30	60
"412"	16	262	119	94	12	96	97	73	38	50	86	53	40	94	112	30	64	95	53	10	13	421	162	1006	211
"413"	718	4096	28812	39530	71183	184481	462403	214999	220072	146022	244631	14209	74171	40165	48822	1048	49467	2637	1957	1344	2439	3081	1233	2112	6640
"414"	6	6	20	6	0	2	22	4	2	4	2	44	6	7	0	0	9	27	3	0	11	10	14	12	7
"415"	22	305	819	242	10	13	212	320	85	47	35	123	9	2	0	41	15	0	0	5	4	4	0	4	8
"416"	71	96	480	140	14	58	136	156	63	26	50	19	2	25	8	6	8	2	6	2	2	4	2	7	6
"417"	14	5	30	10	53	0	12	11	216	4	7	2	2489	374	54	534	1769	4	14	1001	213	4	7	195	95
"418"	20	576	674	728	115	170	872	412	419	302	376	0	29	11	8	0	30	2	2	0	9	3	0	0	0
"419"	5	33	481	101	41	45	419	256	167	42	92	199	230	170	412	333	469	191	76	204	59	130	34	369	394
"420"	25	55	153	76	60	8	232	143	142	85	76	165	2	0	2	0	15	2	2	0	4	0	2	311	181
"421"	23	46	171	60	69	44	111	261	91	58	45	2	17	6	15	2	19	0	0	0	6	2	0	36	4
"422"	40	1023	3931	3380	5338	1359	935	708	1396	1383	3038	7109	17395	9996	6083	5380	17905	6474	2678	5782	6757	5574	2447	13102	11536
"423"	6	4	0	0	0	0	0	8	0	0	2	10	11	28	0	0	449	0	0	0	4	36	0	0	95
"424"	26	57	357	109	38	31	70	119	44	20	38	0	20	2	7	0	58	4	11	0	14	13	0	4	0
"425"	12	0	29	6	0	72	47	242	0	11	61	2	3	4	8	2	0	3	0	4	0	18	2	0	8
"426"	16	94	102	0	18	55	2	8	0	8	5	57	49	124	63	16	33	39	10	42	26	183	103	385	80
"427"	18	63	181	96	11	20	64	21	22	16	33	17	9	39	11	12	13	0	6	6	2	12	2	124	192
"428"	4	6	5	17	0	27	59	44	117	0	17	2	0	4	6	8	4	34	0	0	0	0	10	21	115
"429"	85	6	36	785	1040	2178	753	68	558	401	105	2	115	429	320	44	186	43	59	33	5	239	43	89	173
"430"	20	465	130	649	29	60	64	157	21	81	27	4	6	15	9	0	6	0	0	0	3	17	0	2	42
"431"	7	23	19	6	35	4	0	13	155	2	25	83	439	82	112	120	170	78	62	123	92	95	75	263	137
"432"	4	0	0	0	0	0	0	3	0	0	0	0	0	2	0	2	8	5	3	0	0	3	0	0	0
"433"	283	1680	6627	2134	205	381	1232	1379	823	320	462	19	87	91	84	15	68	34	22	8	18	144	52	148	179
"435"	26	45	326	26	20	13	119	70	34	67	49	263	208	84	50	153	89	566	190	148	180	213	303	174	95
"436"	108	599	1683	750	85	109	799	633	479	123	322	12	129	8	27	8	164	20	9	0	11	99	27	110	82
"437"	55	411	25	54	2	75	72	210	107	20	2	4	6	0	6	2	9	247	0	0	0	11	3	5	0
"438"	11	80	131	81	11	25	48	42	42	37	63	18	32	130	123	45	42	156	6	0	72	571	89	548	478
"439"	9	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	8
"440"	224	1451	4430	1709	125	380	1384	900	585	172	351	18	51	30	55	9	32	7	3	4	5	6	6	10	8
"441"	5	31	6	6	4	4	10	8	0	0	21	6	7	154	38	0	6	23	0	0	2	44	20	5	7
"442"	7	31	22	13	2	0	8	13	4	7	6	13	4	7	18	12	4	31	2	11	0	111	31	102	48
"443"	36	280	634	261	251	89	300	151	206	58	100	148	91	73	62	175	88	878	59	136	48	965	409	179	170
"444"	7	0	0	0	0	0	2	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"445"	56	680	877	421	60	68	471	466	437	90	137	17	16	7	6	0	38	2	2	5	0	8	0	6	2
"446"	8	2	7	10	2	0	0	2	2	4	10	2	6	0	0	1	0	2	0	0	2	16	0	2	7
"447"	12	52	53	30	38	535	29	13	27	31	86	6	0	0	90	0	4	4	0	0	9	14	0	43	0
"448"	9	7	65	41	15	12	8	49	46	51	122	29	28	21	11	26	29	50	27	87	23	22	64	21	43
"449"	272	1006	3090	923	287	540	1855	1613	818	275	612	150	371	297	365	150	340	206	55	81	54	230	111	942	1319
"450"	10	187	130	125	2	2	34	79	15	37	29	0	0	2	6	0	3	0	2	0	0	0	3	0	5
"451"	140	301	1477	425	155	201	537	279	147	69	180	18	27	38	68	4	16	10	4	2	2	23	6	10	8
"452"	41	135	374	175	46	152	261	597	209	615	1175	33	26	28	1121	0	23	8	6	0	4	35	6	32	42
"453"	10	375	331	187	29	88	81	81	39	58	71	742	589	393	397	922	857	799	79	178	349	2583	176	1034	1422
"454"	46	797	3790	668	671	233	332	369	447	906	1173	62867	28127	1602	5415	117171	39818	33756	2008	5270	9774	57246	6074	34710	25601
"455"	28	615	781	639	15	55	311	211	359	132	35	8	33	5	73	43	9	3	2	2	17	12	14	21	269
"456"	6	2	28	16	4	4	7	12	13	3	4	0	0	0	0	0	0	0	0	0	0	0	0	2	8
"457"	12	12	128	21	10	20	51	10	10	2	5	2	0	0	0	0	4	10	0	0	0	0	0	0	0
"458"	13	77	99	104	4	11	64	99	26	76	9	0	8	4	2	0	0	4	0	0	2	5	2	5	3
"459"	16	189	182	158	5	30	68	115	58	27	45	2	2	8	0	2	9	0	0	4	0	0	0	2	0
