"Kingdom"	"Superphylum"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"en_ASV_01855"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae_Q"	"Strombidiidae_Q_X"	"Strombidiidae_Q_X_sp"
"en_ASV_01934"	"Eukaryota"	"Stramenopiles"	"Stramenopiles_X"	"MAST"	"MAST-10"	"MAST-10_X"	"MAST-10_XX"	"MAST-10_XX_sp"
"ep_ASV_00605"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	"Cryomonadida"	"Protaspa-lineage"	"Protaspa-lineage_X"	"Protaspa-lineage_X_sp"
"ep_ASV_00682"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-10-and-11"	"Syndiniales-Group-II-Clade-10-and-11_X"	"Syndiniales-Group-II-Clade-10-and-11_X_sp"
"ep_ASV_01090"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	"Filosa-Thecofilosea_X"	"Filosa-Thecofilosea_XX"	"Filosa-Thecofilosea_XXX"	"Filosa-Thecofilosea_XXX_sp"
"ep_ASV_01105"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Choreotrichida"	"Leegaardiellidae_B"	"Leegaardiella"	"Leegaardiella_sp"
"bn_ASV_000798"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11"	"SAR11_Clade_II"	"SAR11_Clade_II"	"uncultured_bacterium"
"bp_ASV_001314"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriales_NS7"	"Flavobacteriales_NS7"	"uncultured_marine_bacterium"
"en_ASV_01448"	"Eukaryota"	"Hacrobia"	"Telonemia"	"Telonemia_X"	"Telonemia_XX"	"Telonemia-Group-1"	"Telonemia-Group-1_X"	"Telonemia-Group-1_X_sp"
"en_ASV_01860"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Bacillariophyta_X"	"Polar-centric-Mediophyceae"	"Thalassiosira"	"Thalassiosira_concaviuscula"
"en_ASV_01917"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-4"	"Syndiniales-Group-I-Clade-4_X"	"Syndiniales-Group-I-Clade-4_X_sp"
"ep_ASV_01137"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Dictyochophyceae"	"Dictyochophyceae_X"	"Florenciellales"	"Florenciellales_X"	"Florenciellales_X_sp"
"bn_ASV_000705"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillales_AEGEAN-169"	"Rhodospirillales_AEGEAN-169"	"uncultured_marine_bacterium"
"bp_ASV_000702"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	"Cryomorphaceae_X"	"uncultured_bacterium"
"bn_ASV_001600"	"Bacteria"	"Planctomycetes"	"Planctomycetes"	"Planctomycetacia"	"Planctomycetes_OM190"	"Planctomycetes_OM190"	"Planctomycetes_OM190"	"uncultured_bacterium"
"en_ASV_01642"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"ep_ASV_00669"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-10-and-11"	"Syndiniales-Group-II-Clade-10-and-11_X"	"Syndiniales-Group-II-Clade-10-and-11_X_sp"
"bn_ASV_001307"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	"Fluviicola"	"uncultured_bacterium"
"ep_ASV_01165"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-39"	"Syndiniales-Group-II-Clade-39_X"	"Syndiniales-Group-II-Clade-39_X_sp"
"bn_ASV_001347"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Glaciecola"	"Glaciecola_sp._Za3-36-1"
"bp_ASV_000060"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Synechococcus_CC9902"	"uncultured_bacterium"
"bp_ASV_000109"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobia"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"	"Coraliomargarita"	"uncultured_bacterium"
"bp_ASV_000175"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Aurantivirga"	"uncultured_bacterium"
"bp_ASV_000288"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Parvibaculales"	"Parvibaculales_PS1"	"Parvibaculales_PS1"	"uncultured_bacterium"
"bp_ASV_000359"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_organism"
"en_ASV_00968"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Tontoniidae_A"	"Laboea"	"Laboea_strobila"
"en_ASV_01158"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Peridiniales"	"Thoracosphaeraceae"	"Thoracosphaeraceae_X"	"Thoracosphaeraceae_X_sp"
"bp_ASV_000566"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cellvibrionales"	"Halieaceae"	"Halieaceae_OM60"	"uncultured_bacterium"
"bp_ASV_000721"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"Gammaproteobacteria_SAR86"	"uncultured_marine_bacterium"
"bp_ASV_000918"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	"Cryomorphaceae_X"	"unidentified_marine_bacterioplankton"
"en_ASV_01107"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-4"	"Syndiniales-Group-I-Clade-4_X"	"Syndiniales-Group-I-Clade-4_X_sp"
"en_ASV_01172"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"en_ASV_01788"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-10-and-11"	"Syndiniales-Group-II-Clade-10-and-11_X"	"Syndiniales-Group-II-Clade-10-and-11_X_sp"
"ep_ASV_00223"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-1"	"Syndiniales-Group-I-Clade-1_X"	"Syndiniales-Group-I-Clade-1_X_sp"
"ep_ASV_00586"	"Eukaryota"	"Stramenopiles"	"Stramenopiles_X"	"MAST"	"MAST-1"	"MAST-1C"	"MAST-1C_X"	"MAST-1C_X_sp"
"ep_ASV_00668"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-10-and-11"	"Syndiniales-Group-II-Clade-10-and-11_X"	"Syndiniales-Group-II-Clade-10-and-11_X_sp"
"ep_ASV_00673"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"ep_ASV_00679"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Torodiniales"	"Torodiniaceae"	"Torodinium"	"Torodinium_teredo"
"bn_ASV_000713"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillales_AEGEAN-169"	"Rhodospirillales_AEGEAN-169"	"unidentified_marine_bacterioplankton"
"en_ASV_00938"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Bacillariophyta_X"	"Polar-centric-Mediophyceae"	"Polar-centric-Mediophyceae_X"	"Polar-centric-Mediophyceae_X_sp"
"en_ASV_01219"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Suessiales"	"Suessiales_X"	"Suessiales_XX"	"Suessiales_XX_sp"
"en_ASV_01482"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Peridiniales"	"Thoracosphaeraceae"	"Thoracosphaeraceae_X"	"Thoracosphaeraceae_X_sp"
"ep_ASV_00318"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-10-and-11"	"Syndiniales-Group-II-Clade-10-and-11_X"	"Syndiniales-Group-II-Clade-10-and-11_X_sp"
"ep_ASV_00486"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-16"	"Syndiniales-Group-II-Clade-16_X"	"Syndiniales-Group-II-Clade-16_X_sp"
"ep_ASV_00657"	"Eukaryota"	"Stramenopiles"	"Stramenopiles_X"	"MAST"	"MAST-7"	"MAST-7D"	"MAST-7D_X"	"MAST-7D_X_sp"
"ep_ASV_00832"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae_H"	"Strombidiidae_H_X"	"Strombidiidae_H_X_sp"
"ep_ASV_00875"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Prorocentrales"	"Prorocentraceae"	"Prorocentrum"	"Prorocentrum_sp"
"bn_ASV_000614"	"Archaea"	"Euryarchaeota"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmata_Marine_Group_II"	"Thermoplasmata_Marine_Group_II"	"Thermoplasmata_Marine_Group_II"	"uncultured_marine_archaeon"
"bn_ASV_000661"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11"	"SAR11_Clade_I"	"SAR11_Clade_Ib"	"uncultured_bacterium"
"bn_ASV_000698"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Rubritaleaceae"	"Luteolibacter"	"unidentified_marine_bacterioplankton"
"bp_ASV_000652"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11"	"SAR11_Clade_II"	"SAR11_Clade_II"	"uncultured_marine_bacterium"
"bp_ASV_000778"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Puniceispirillales"	"Puniceispirillales_SAR116"	"Puniceispirillales_SAR116"	"uncultured_bacterium"
"en_ASV_01606"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-5"	"Syndiniales-Group-I-Clade-5_X"	"Syndiniales-Group-I-Clade-5_X_sp"
"en_ASV_01631"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-6"	"Syndiniales-Group-II-Clade-6_X"	"Syndiniales-Group-II-Clade-6_X_sp"
"en_ASV_01857"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Choreotrichida"	"Choreotrichida_X"	"Choreotrichida_XX"	"Choreotrichida_XX_sp"
"ep_ASV_00507"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Imbricatea"	"Filosa-Imbricatea_X"	"Novel-clade-2"	"Novel-clade-2_X"	"Novel-clade-2_X_sp"
"ep_ASV_00521"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"ep_ASV_00617"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-5"	"Syndiniales-Group-I-Clade-5_X"	"Syndiniales-Group-I-Clade-5_X_sp"
"bn_ASV_000723"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Litoricolaceae"	"Litoricola"	"uncultured_bacterium"
"bp_ASV_000798"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11"	"SAR11_Clade_II"	"SAR11_Clade_II"	"uncultured_bacterium"
"en_ASV_01409"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-22"	"Syndiniales-Group-II-Clade-22_X"	"Syndiniales-Group-II-Clade-22_X_sp"
"en_ASV_01806"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Pyramimonadales"	"Pyramimonadales_X"	"Pyramimonadales_XX"	"Pyramimonas"	"Pyramimonas_sp"
"en_ASV_01844"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-16"	"Syndiniales-Group-II-Clade-16_X"	"Syndiniales-Group-II-Clade-16_X_sp"
"ep_ASV_00680"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-10-and-11"	"Syndiniales-Group-II-Clade-10-and-11_X"	"Syndiniales-Group-II-Clade-10-and-11_X_sp"
"ep_ASV_00784"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-10-and-11"	"Syndiniales-Group-II-Clade-10-and-11_X"	"Syndiniales-Group-II-Clade-10-and-11_X_sp"
"bn_ASV_000734"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Betaproteobacteriales"	"Methylophilaceae"	"Methylophilaceae_OM43"	"Methylophilaceae_bacterium_NB0095"
"bn_ASV_001441"	"Bacteria"	"Planctomycetes"	"Planctomycetes"	"Planctomycetacia"	"Pirellulales"	"Pirellulaceae"	"Rubripirellula"	"uncultured_bacterium"
"en_ASV_01804"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-III"	"Syndiniales-Group-III_X"	"Syndiniales-Group-III_XX"	"Syndiniales-Group-III_XX_sp"
"en_ASV_01825"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-5"	"Syndiniales-Group-I-Clade-5_X"	"Syndiniales-Group-I-Clade-5_X_sp"
"en_ASV_01846"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Choreotrichida"	"Strobilidiidae_A"	"Strobilidiidae_A_X"	"Strobilidiidae_A_X_sp"
"en_ASV_01900"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-4"	"Syndiniales-Group-I-Clade-4_X"	"Syndiniales-Group-I-Clade-4_X_sp"
"en_ASV_02041"	"Eukaryota"	"Alveolata"	"Ciliophora"	"Spirotrichea"	"Strombidiida"	"Strombidiidae_H"	"Strombidiidae_H_X"	"Strombidiidae_H_X_sp"
"en_ASV_02056"	"Eukaryota"	"Hacrobia"	"Telonemia"	"Telonemia_X"	"Telonemia_XX"	"Telonemia-Group-2"	"Telonemia-Group-2_X"	"Telonemia-Group-2_X_sp"
"ep_ASV_00861"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-5"	"Syndiniales-Group-I-Clade-5_X"	"Syndiniales-Group-I-Clade-5_X_sp"
"ep_ASV_00877"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-27"	"Syndiniales-Group-II-Clade-27_X"	"Syndiniales-Group-II-Clade-27_X_sp"
"ep_ASV_00930"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Bacillariophyta_X"	"Polar-centric-Mediophyceae"	"Cerataulina"	"Cerataulina_pelagica"
"ep_ASV_00952"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Bacillariophyta_X"	"Polar-centric-Mediophyceae"	"Minutocellus"	"Minutocellus_polymorphus"
"ep_ASV_01246"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"bn_ASV_000588"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	"Cryomorphaceae_X"	"marine_metagenome"
"bn_ASV_000694"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria_X"	"Alphaproteobacteria_X"	"Alphaproteobacteria_X"	"uncultured_marine_bacterium"
"bn_ASV_001039"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Vibrionales"	"Vibrionaceae"	"Vibrio"	"uncultured_bacterium"
"bn_ASV_001200"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Verrucomicrobiales_DEV007"	"Verrucomicrobiales_DEV007"	"uncultured_bacterium"
"bn_ASV_001308"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionales"	"Bdellovibrionaceae"	"Bdellovibrionaceae_OM27"	"uncultured_marine_bacterium"
"bp_ASV_000807"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Rhodobacteraceae_X"	"uncultured_bacterium"
"bp_ASV_000851"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillales_AEGEAN-169"	"Rhodospirillales_AEGEAN-169"	"uncultured_bacterium"
"en_ASV_01580"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-10-and-11"	"Syndiniales-Group-II-Clade-10-and-11_X"	"Syndiniales-Group-II-Clade-10-and-11_X_sp"
"en_ASV_01786"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Bacillariophyta_X"	"Polar-centric-Mediophyceae"	"Thalassiosira"	"Thalassiosira_oceanica"
"en_ASV_01946"	"Eukaryota"	"Hacrobia"	"Picozoa"	"Picozoa_X"	"Picozoa_XX"	"Picozoa_XXX"	"Picozoa_XXXX"	"Picozoa_XXXX_sp"
"en_ASV_01990"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Bacillariophyta_X"	"Raphid-pennate"	"Surirella"	"Surirella_sp"
"bn_ASV_000099"	"Bacteria"	"Planctomycetes"	"Planctomycetes"	"Planctomycetacia"	"Pirellulales"	"Pirellulaceae"	"Blastopirellula"	"Pirellula_sp"
"en_ASV_00309"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Chlorarachnea"	"Chlorarachnida"	"Chlorarachnida_X"	"Partenskyella"	"Partenskyella_glossopodia"
"en_ASV_00610"	"Eukaryota"	"Rhizaria"	"Radiolaria"	"RAD-B"	"RAD-B_X"	"RAD-B-Group-IV"	"RAD-B-Group-IV_X"	"RAD-B-Group-IV_X_sp"
"en_ASV_00880"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Bacillariophyta_X"	"Polar-centric-Mediophyceae"	"Skeletonema"	"Skeletonema_marinoi"
"en_ASV_01204"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Bacillariophyta_X"	"Polar-centric-Mediophyceae"	"Polar-centric-Mediophyceae_X"	"Polar-centric-Mediophyceae_X_sp"
"en_ASV_01778"	"Eukaryota"	"Archaeplastida"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Mamiellaceae"	"Mamiella"	"Mamiella_gilva"
"ep_ASV_00805"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Dictyochophyceae"	"Dictyochophyceae_X"	"Pedinellales"	"Pedinellales_X"	"Pedinellales_X_sp"
"ep_ASV_00935"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-5"	"Syndiniales-Group-I-Clade-5_X"	"Syndiniales-Group-I-Clade-5_X_sp"
"ep_ASV_01147"	"Eukaryota"	"Hacrobia"	"Telonemia"	"Telonemia_X"	"Telonemia_XX"	"Telonemia-Group-2"	"Telonemia-Group-2_X"	"Telonemia-Group-2_X_sp"
"ep_ASV_01584"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-III"	"Syndiniales-Group-III_X"	"Syndiniales-Group-III_XX"	"Syndiniales-Group-III_XX_sp"
"bn_ASV_000651"	"Archaea"	"Euryarchaeota"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmata_Marine_Group_II"	"Thermoplasmata_Marine_Group_II"	"Thermoplasmata_Marine_Group_II"	"uncultured_marine_group_II_euryarchaeote"
"bn_ASV_001387"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Rickettsiales_S25-593"	"Rickettsiales_S25-593"	"uncultured_bacterium"
"bn_ASV_001435"	"Bacteria"	"Planctomycetes"	"Planctomycetes"	"Planctomycetacia"	"Planctomycetes_Pla3_lineage"	"Planctomycetes_Pla3_lineage"	"Planctomycetes_Pla3_lineage"	"uncultured_bacterium"
"en_ASV_01784"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-1"	"Syndiniales-Group-II-Clade-1_X"	"Syndiniales-Group-II-Clade-1_X_sp"
"en_ASV_01919"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-5"	"Syndiniales-Group-I-Clade-5_X"	"Syndiniales-Group-I-Clade-5_X_sp"
"en_ASV_02111"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Gymnodiniales"	"Gymnodiniaceae"	"Gymnodinium"	"Gymnodinium_sp"
"ep_ASV_00234"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Urochordata"	"Urochordata_X"	"Appendicularia"	"Appendicularia_X"	"Appendicularia_X_sp"
"ep_ASV_01009"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Imbricatea"	"Marimonadida"	"Marimonadida_X"	"Marimonadida_XX"	"Marimonadida_XX_sp"
"bn_ASV_000942"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Rickettsiales_S25-593"	"Rickettsiales_S25-593"	"uncultured_bacterium"
"bn_ASV_001009"	"Bacteria"	"Firmicutes"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Faecalibacterium"	"uncultured_bacterium"
"en_ASV_02009"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-5"	"Syndiniales-Group-I-Clade-5_X"	"Syndiniales-Group-I-Clade-5_X_sp"
"ep_ASV_00831"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-II"	"Syndiniales-Group-II-Clade-16"	"Syndiniales-Group-II-Clade-16_X"	"Syndiniales-Group-II-Clade-16_X_sp"
"bn_ASV_000687"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"Oxyphotobacteria"	"Synechococcales"	"Cyanobiaceae"	"Synechococcus_CC9902"	"uncultured_bacterium"
"bp_ASV_000430"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacteriaceae_NS4"	"uncultured_bacterium"
"bp_ASV_000512"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Alphaproteobacteria_X"	"Alphaproteobacteria_X"	"Alphaproteobacteria_X"	"uncultured_bacterium"
"bp_ASV_000548"	"Archaea"	"Euryarchaeota"	"Euryarchaeota"	"Thermoplasmata"	"Thermoplasmata_Marine_Group_II"	"Thermoplasmata_Marine_Group_II"	"Thermoplasmata_Marine_Group_II"	"uncultured_archaeon"
"bp_ASV_000588"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	"Cryomorphaceae_X"	"marine_metagenome"
"en_ASV_01500"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-5"	"Syndiniales-Group-I-Clade-5_X"	"Syndiniales-Group-I-Clade-5_X_sp"
"ep_ASV_00378"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Syndiniales-Group-I"	"Syndiniales-Group-I-Clade-5"	"Syndiniales-Group-I-Clade-5_X"	"Syndiniales-Group-I-Clade-5_X_sp"
"ep_ASV_00479"	"Eukaryota"	"Hacrobia"	"Cryptophyta"	"Cryptophyceae"	"Cryptophyceae_X"	"Cryptomonadales"	"Cryptomonadales_X"	"Cryptomonadales_X_sp"
"ep_ASV_00534"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Dinophyceae"	"Dinophyceae_X"	"Dinophyceae_XX"	"Dinophyceae_XXX"	"Dinophyceae_XXX_sp"
"bn_ASV_000383"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Thalassobaculales"	"Nisaeaceae"	"Nisaeaceae_OM75"	"uncultured_bacterium"
"bp_ASV_000498"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11"	"SAR11_Clade_I"	"SAR11_Clade_I"	"uncultured_marine_bacterium"
"bp_ASV_000527"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Rickettsiales_S25-593"	"Rickettsiales_S25-593"	"uncultured_bacterium"
"bp_ASV_000759"	"Bacteria"	"Bacteroidetes"	"Bacteroidetes"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriales_NS9"	"Flavobacteriales_NS9"	"uncultured_marine_bacterium"
"bp_ASV_000775"	"Bacteria"	"Proteobacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Cohaesibacter"	"marine_metagenome"
